M:org.apache.nutch.segment.SegmentMerger$SegmentOutputFormat$1:write(org.apache.hadoop.io.Text,org.apache.nutch.metadata.MetaWrapper) (S)org.apache.nutch.segment.SegmentPart:parse(java.lang.String)
M:org.apache.nutch.parse.ParseOutputFormat$1:write(org.apache.hadoop.io.Text,org.apache.nutch.parse.Parse) (S)org.apache.nutch.parse.ParseOutputFormat:access$200(org.apache.nutch.parse.ParseOutputFormat)
M:org.apache.nutch.fetcher.Fetcher:<clinit>() (S)org.slf4j.LoggerFactory:getLogger(java.lang.Class)
M:org.apache.nutch.crawl.LinkDb:invert(org.apache.hadoop.fs.Path,org.apache.hadoop.fs.Path[],boolean,boolean,boolean) (S)org.apache.hadoop.mapred.JobClient:runJob(org.apache.hadoop.mapred.JobConf)
M:org.apache.nutch.segment.SegmentReader:main(java.lang.String[]) (S)java.util.Arrays:asList(java.lang.Object[])
M:org.apache.nutch.scoring.webgraph.NodeDumper:run(java.lang.String[]) (S)java.lang.Long:parseLong(java.lang.String)
M:org.apache.nutch.tools.arc.ArcSegmentCreator:generateSegmentName() (S)java.lang.System:currentTimeMillis()
M:org.apache.nutch.fetcher.Fetcher:fetch(org.apache.hadoop.fs.Path,int) (S)org.apache.hadoop.mapred.FileOutputFormat:setOutputPath(org.apache.hadoop.mapred.JobConf,org.apache.hadoop.fs.Path)
M:org.apache.nutch.crawl.AbstractFetchSchedule:<clinit>() (S)org.slf4j.LoggerFactory:getLogger(java.lang.Class)
M:org.apache.nutch.scoring.webgraph.LinkRank:run(java.lang.String[]) (S)org.apache.commons.cli.OptionBuilder:withArgName(java.lang.String)
M:org.apache.nutch.tools.arc.ArcSegmentCreator:main(java.lang.String[]) (S)org.apache.hadoop.util.ToolRunner:run(org.apache.hadoop.conf.Configuration,org.apache.hadoop.util.Tool,java.lang.String[])
M:org.apache.nutch.indexer.IndexingJob:run(java.lang.String[]) (S)org.apache.nutch.util.HadoopFSUtil:getPaths(org.apache.hadoop.fs.FileStatus[])
M:org.apache.nutch.fetcher.OldFetcher:main(java.lang.String[]) (S)java.lang.System:exit(int)
M:org.apache.nutch.crawl.CrawlDatum:<clinit>() (S)org.apache.hadoop.io.WritableComparator:define(java.lang.Class,org.apache.hadoop.io.WritableComparator)
M:org.apache.nutch.scoring.webgraph.LinkRank:runInverter(org.apache.hadoop.fs.Path,org.apache.hadoop.fs.Path,org.apache.hadoop.fs.Path,org.apache.hadoop.fs.Path) (S)org.apache.hadoop.mapred.FileInputFormat:addInputPath(org.apache.hadoop.mapred.JobConf,org.apache.hadoop.fs.Path)
M:org.apache.nutch.fetcher.FetcherOutputFormat$1:<init>(org.apache.nutch.fetcher.FetcherOutputFormat,org.apache.hadoop.mapred.JobConf,org.apache.hadoop.fs.FileSystem,org.apache.hadoop.fs.Path,org.apache.hadoop.io.SequenceFile$CompressionType,org.apache.hadoop.util.Progressable,java.lang.String,org.apache.hadoop.io.MapFile$Writer) (S)org.apache.nutch.fetcher.Fetcher:isStoringContent(org.apache.hadoop.conf.Configuration)
M:org.apache.nutch.util.MimeUtil:autoResolveContentType(java.lang.String,java.lang.String,byte[]) (S)org.apache.tika.config.TikaConfig:getDefaultConfig()
M:org.apache.nutch.crawl.LinkDbReader:run(java.lang.String[]) (S)org.apache.hadoop.util.StringUtils:stringifyException(java.lang.Throwable)
M:org.apache.nutch.crawl.MapWritable:readFields(java.io.DataInput) (S)org.apache.nutch.crawl.MapWritable$KeyValueEntry:access$200(org.apache.nutch.crawl.MapWritable$KeyValueEntry)
M:org.apache.nutch.util.ObjectCache:<clinit>() (S)org.slf4j.LoggerFactory:getLogger(java.lang.Class)
M:org.apache.nutch.crawl.CrawlDb:update(org.apache.hadoop.fs.Path,org.apache.hadoop.fs.Path[],boolean,boolean,boolean,boolean) (S)org.apache.nutch.util.LockUtil:createLockFile(org.apache.hadoop.fs.FileSystem,org.apache.hadoop.fs.Path,boolean)
M:org.apache.nutch.scoring.webgraph.ScoreUpdater:main(java.lang.String[]) (S)org.apache.hadoop.util.ToolRunner:run(org.apache.hadoop.conf.Configuration,org.apache.hadoop.util.Tool,java.lang.String[])
M:org.apache.nutch.tools.DmozParser:<clinit>() (S)org.slf4j.LoggerFactory:getLogger(java.lang.Class)
M:org.apache.nutch.scoring.webgraph.LinkRank:<clinit>() (S)org.slf4j.LoggerFactory:getLogger(java.lang.Class)
M:org.apache.nutch.tools.arc.ArcRecordReader:getProgress() (S)java.lang.Math:min(float,float)
M:org.apache.nutch.tools.arc.ArcSegmentCreator:createSegments(org.apache.hadoop.fs.Path,org.apache.hadoop.fs.Path) (S)org.apache.hadoop.mapred.FileInputFormat:addInputPath(org.apache.hadoop.mapred.JobConf,org.apache.hadoop.fs.Path)
M:org.apache.nutch.crawl.LinkDb:invert(org.apache.hadoop.fs.Path,org.apache.hadoop.fs.Path[],boolean,boolean,boolean) (S)org.apache.nutch.crawl.LinkDb:install(org.apache.hadoop.mapred.JobConf,org.apache.hadoop.fs.Path)
M:org.apache.nutch.plugin.PluginRepository:getOrderedPlugins(java.lang.Class,java.lang.String,java.lang.String) (S)java.lang.reflect.Array:newInstance(java.lang.Class,int)
M:org.apache.nutch.plugin.PluginRepository:getOrderedPlugins(java.lang.Class,java.lang.String,java.lang.String) (S)org.apache.nutch.plugin.PluginRepository:get(org.apache.hadoop.conf.Configuration)
M:org.apache.nutch.scoring.webgraph.LinkRank:runAnalysis(org.apache.hadoop.fs.Path,org.apache.hadoop.fs.Path,org.apache.hadoop.fs.Path,int,int,float) (S)org.apache.hadoop.mapred.FileInputFormat:addInputPath(org.apache.hadoop.mapred.JobConf,org.apache.hadoop.fs.Path)
M:org.apache.nutch.tools.Benchmark:benchmark(int,int,int,int,long,boolean,java.lang.String) (S)java.lang.System:currentTimeMillis()
M:org.apache.nutch.parse.Outlink:write(java.io.DataOutput) (S)org.apache.hadoop.io.Text:writeString(java.io.DataOutput,java.lang.String)
M:org.apache.nutch.util.EncodingDetector:main(java.lang.String[]) (S)org.apache.nutch.util.NutchConfiguration:create()
M:org.apache.nutch.indexer.NutchField:readFields(java.io.DataInput) (S)java.lang.Long:valueOf(long)
M:org.apache.nutch.scoring.webgraph.LinkRank:run(java.lang.String[]) (S)org.apache.commons.cli.OptionBuilder:create(java.lang.String)
M:org.apache.nutch.tools.Benchmark:run(java.lang.String[]) (S)java.lang.Integer:parseInt(java.lang.String)
M:org.apache.nutch.crawl.CrawlDatum:hashCode() (S)java.lang.Float:floatToIntBits(float)
M:org.apache.nutch.indexer.IndexerMapReduce:reduce(org.apache.hadoop.io.Text,java.util.Iterator,org.apache.hadoop.mapred.OutputCollector,org.apache.hadoop.mapred.Reporter) (S)java.lang.Float:toString(float)
M:org.apache.nutch.parse.ParseOutputFormat$1:write(org.apache.hadoop.io.Text,org.apache.nutch.parse.Parse) (S)org.apache.nutch.parse.ParseOutputFormat:access$000(org.apache.nutch.parse.ParseOutputFormat)
M:org.apache.nutch.segment.SegmentMerger:main(java.lang.String[]) (S)org.apache.hadoop.fs.FileSystem:get(org.apache.hadoop.conf.Configuration)
M:org.apache.nutch.parse.ParseOutputFormat$1:write(org.apache.hadoop.io.Text,org.apache.nutch.parse.Parse) (S)org.apache.nutch.parse.ParseOutputFormat:access$300()
M:org.apache.nutch.metadata.SpellCheckedMetadata:normalize(java.lang.String) (S)java.lang.Character:toLowerCase(char)
M:org.apache.nutch.crawl.URLPartitioner:getPartition(org.apache.hadoop.io.Text,org.apache.hadoop.io.Writable,int) (S)java.net.InetAddress:getByName(java.lang.String)
M:org.apache.nutch.scoring.webgraph.LinkRank:main(java.lang.String[]) (S)org.apache.nutch.util.NutchConfiguration:create()
M:org.apache.nutch.crawl.DeduplicationJob:main(java.lang.String[]) (S)org.apache.hadoop.util.ToolRunner:run(org.apache.hadoop.conf.Configuration,org.apache.hadoop.util.Tool,java.lang.String[])
M:org.apache.nutch.crawl.MapWritable:createInternalIdClassEntries() (S)org.apache.nutch.crawl.MapWritable$KeyValueEntry:access$200(org.apache.nutch.crawl.MapWritable$KeyValueEntry)
M:org.apache.nutch.plugin.PluginClassLoader:equals(java.lang.Object) (S)java.util.Arrays:equals(java.lang.Object[],java.lang.Object[])
M:org.apache.nutch.segment.SegmentReader$3:run() (S)org.apache.nutch.segment.SegmentReader:access$100(org.apache.nutch.segment.SegmentReader,org.apache.hadoop.fs.Path,org.apache.hadoop.io.Text)
M:org.apache.nutch.fetcher.OldFetcher$FetcherThread:output(org.apache.hadoop.io.Text,org.apache.nutch.crawl.CrawlDatum,org.apache.nutch.protocol.Content,org.apache.nutch.protocol.ProtocolStatus,int) (S)org.apache.nutch.fetcher.OldFetcher:access$800(org.apache.nutch.fetcher.OldFetcher)
M:org.apache.nutch.fetcher.OldFetcher$FetcherThread:output(org.apache.hadoop.io.Text,org.apache.nutch.crawl.CrawlDatum,org.apache.nutch.protocol.Content,org.apache.nutch.protocol.ProtocolStatus,int) (S)org.apache.nutch.fetcher.OldFetcher:access$700(org.apache.nutch.fetcher.OldFetcher)
M:org.apache.nutch.crawl.LinkDbReader:processDumpJob(java.lang.String,java.lang.String) (S)org.apache.hadoop.mapred.FileInputFormat:addInputPath(org.apache.hadoop.mapred.JobConf,org.apache.hadoop.fs.Path)
M:org.apache.nutch.tools.DmozParser:main(java.lang.String[]) (S)org.apache.nutch.util.NutchConfiguration:create()
M:org.apache.nutch.plugin.PluginRepository:<init>(org.apache.hadoop.conf.Configuration) (S)java.util.regex.Pattern:compile(java.lang.String)
M:org.apache.nutch.util.EncodingDetector:main(java.lang.String[]) (S)java.lang.System:exit(int)
M:org.apache.nutch.crawl.Generator:partitionSegment(org.apache.hadoop.fs.FileSystem,org.apache.hadoop.fs.Path,org.apache.hadoop.fs.Path,int) (S)org.apache.nutch.crawl.Generator:generateSegmentName()
M:org.apache.nutch.net.URLFilters:<init>(org.apache.hadoop.conf.Configuration) (S)org.apache.nutch.plugin.PluginRepository:get(org.apache.hadoop.conf.Configuration)
M:org.apache.nutch.fetcher.Fetcher$FetcherThread:output(org.apache.hadoop.io.Text,org.apache.nutch.crawl.CrawlDatum,org.apache.nutch.protocol.Content,org.apache.nutch.protocol.ProtocolStatus,int,int) (S)java.lang.Math:floor(double)
M:org.apache.nutch.util.URLUtil:<clinit>() (S)java.util.regex.Pattern:compile(java.lang.String)
M:org.apache.nutch.crawl.CrawlDb:update(org.apache.hadoop.fs.Path,org.apache.hadoop.fs.Path[],boolean,boolean,boolean,boolean) (S)org.apache.hadoop.fs.FileSystem:get(org.apache.hadoop.conf.Configuration)
M:org.apache.nutch.plugin.PluginDescriptor:getResourceString(java.lang.String,java.util.Locale) (S)java.util.ResourceBundle:getBundle(java.lang.String,java.util.Locale,java.lang.ClassLoader)
M:org.apache.nutch.parse.ParseStatus:readFields(java.io.DataInput) (S)org.apache.hadoop.io.WritableUtils:readCompressedStringArray(java.io.DataInput)
M:org.apache.nutch.tools.ResolveUrls:main(java.lang.String[]) (S)org.apache.commons.cli.OptionBuilder:create(java.lang.String)
M:org.apache.nutch.parse.ParseSegment:run(java.lang.String[]) (S)java.lang.System:exit(int)
M:org.apache.nutch.crawl.Generator:partitionSegment(org.apache.hadoop.fs.FileSystem,org.apache.hadoop.fs.Path,org.apache.hadoop.fs.Path,int) (S)org.apache.hadoop.mapred.FileOutputFormat:setOutputPath(org.apache.hadoop.mapred.JobConf,org.apache.hadoop.fs.Path)
M:org.apache.nutch.parse.ParseStatus:getEmptyParseResult(java.lang.String,org.apache.hadoop.conf.Configuration) (S)org.apache.nutch.parse.ParseResult:createParseResult(java.lang.String,org.apache.nutch.parse.Parse)
M:org.apache.nutch.tools.FreeGenerator:main(java.lang.String[]) (S)org.apache.hadoop.util.ToolRunner:run(org.apache.hadoop.conf.Configuration,org.apache.hadoop.util.Tool,java.lang.String[])
M:org.apache.nutch.segment.SegmentMerger:reduce(org.apache.hadoop.io.Text,java.util.Iterator,org.apache.hadoop.mapred.OutputCollector,org.apache.hadoop.mapred.Reporter) (S)org.apache.nutch.crawl.CrawlDatum:hasFetchStatus(org.apache.nutch.crawl.CrawlDatum)
M:org.apache.nutch.scoring.webgraph.WebGraph:createWebGraph(org.apache.hadoop.fs.Path,org.apache.hadoop.fs.Path[],boolean,boolean) (S)org.apache.hadoop.mapred.FileInputFormat:addInputPath(org.apache.hadoop.mapred.JobConf,org.apache.hadoop.fs.Path)
M:org.apache.nutch.parse.ParsePluginList:getSupportedMimeTypes() (S)java.util.Arrays:asList(java.lang.Object[])
M:org.apache.nutch.crawl.CrawlDbReader:processDumpJob(java.lang.String,java.lang.String,org.apache.hadoop.conf.Configuration,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer) (S)org.apache.hadoop.mapred.FileOutputFormat:setOutputPath(org.apache.hadoop.mapred.JobConf,org.apache.hadoop.fs.Path)
M:org.apache.nutch.crawl.Generator:generate(org.apache.hadoop.fs.Path,org.apache.hadoop.fs.Path,int,long,long,boolean,boolean,boolean,int) (S)org.apache.nutch.util.LockUtil:removeLockFile(org.apache.hadoop.fs.FileSystem,org.apache.hadoop.fs.Path)
